# avg nc=129.42257742257743
55900,132
56000,126
56100,130
56200,133
56300,126
56400,123
56500,133
56600,127
56700,128
56800,126
56900,131
57000,129
57100,126
57200,139
57300,130
57400,130
57500,131
57600,136
57700,123
57800,147
57900,137
58000,134
58100,123
58200,127
58300,130
58400,134
58500,129
58600,132
58700,136
58800,124
58900,130
59000,136
59100,129
59200,128
59300,134
59400,133
59500,125
59600,137
59700,130
59800,137
59900,130
60000,131
60100,126
60200,128
60300,132
60400,120
60500,129
60600,129
60700,133
60800,135
60900,130
61000,133
61100,144
61200,130
61300,124
61400,132
61500,121
61600,129
61700,123
61800,125
61900,126
62000,130
62100,131
62200,125
62300,127
62400,136
62500,124
62600,137
62700,135
62800,138
62900,133
63000,132
63100,132
63200,123
63300,132
63400,131
63500,135
63600,141
63700,134
63800,126
63900,129
64000,124
64100,135
64200,131
64300,128
64400,132
64500,126
64600,126
64700,138
64800,145
64900,133
65000,133
65100,135
65200,135
65300,130
65400,134
65500,135
65600,134
65700,133
65800,130
65900,141
66000,131
66100,135
66200,131
66300,139
66400,142
66500,137
66600,129
66700,128
66800,137
66900,139
67000,132
67100,138
67200,134
67300,135
67400,134
67500,143
67600,139
67700,136
67800,135
67900,138
68000,128
68100,132
68200,132
68300,138
68400,136
68500,131
68600,140
68700,128
68800,140
68900,141
69000,137
69100,133
69200,142
69300,131
69400,128
69500,123
69600,123
69700,125
69800,125
69900,126
70000,131
70100,127
70200,133
70300,135
70400,131
70500,130
70600,130
70700,118
70800,126
70900,128
71000,118
71100,130
71200,132
71300,132
71400,123
71500,132
71600,128
71700,126
71800,122
71900,132
72000,131
72100,135
72200,130
72300,125
72400,129
72500,125
72600,135
72700,137
72800,128
72900,133
73000,131
73100,126
73200,132
73300,136
73400,127
73500,130
73600,137
73700,125
73800,129
73900,127
74000,130
74100,129
74200,130
74300,135
74400,132
74500,126
74600,137
74700,121
74800,128
74900,133
75000,136
75100,127
75200,124
75300,127
75400,130
75500,128
75600,128
75700,126
75800,119
75900,132
76000,123
76100,127
76200,128
76300,126
76400,133
76500,129
76600,122
76700,130
76800,131
76900,122
77000,129
77100,126
77200,131
77300,122
77400,125
77500,131
77600,141
77700,127
77800,124
77900,127
78000,124
78100,118
78200,121
78300,129
78400,124
78500,127
78600,130
78700,132
78800,133
78900,128
79000,129
79100,122
79200,128
79300,114
79400,122
79500,124
79600,125
79700,124
79800,125
79900,125
80000,131
80100,129
80200,123
80300,125
80400,118
80500,122
80600,126
80700,127
80800,113
80900,129
81000,129
81100,128
81200,126
81300,131
81400,124
81500,127
81600,128
81700,130
81800,125
81900,116
82000,125
82100,123
82200,127
82300,119
82400,123
82500,130
82600,128
82700,125
82800,130
82900,132
83000,118
83100,119
83200,129
83300,130
83400,127
83500,128
83600,127
83700,132
83800,128
83900,133
84000,126
84100,127
84200,133
84300,122
84400,124
84500,138
84600,133
84700,125
84800,130
84900,126
85000,128
85100,130
85200,127
85300,120
85400,124
85500,117
85600,126
85700,134
85800,125
85900,125
86000,121
86100,116
86200,123
86300,139
86400,135
86500,141
86600,137
86700,117
86800,141
86900,128
87000,128
87100,119
87200,128
87300,135
87400,123
87500,122
87600,129
87700,128
87800,124
87900,120
88000,131
88100,137
88200,134
88300,125
88400,134
88500,128
88600,136
88700,130
88800,121
88900,129
89000,128
89100,129
89200,140
89300,128
89400,132
89500,123
89600,125
89700,127
89800,124
89900,133
90000,133
90100,135
90200,120
90300,140
90400,138
90500,129
90600,137
90700,127
90800,127
90900,129
91000,127
91100,134
91200,134
91300,128
91400,133
91500,127
91600,134
91700,128
91800,132
91900,125
92000,124
92100,128
92200,130
92300,132
92400,133
92500,132
92600,126
92700,131
92800,133
92900,131
93000,125
93100,131
93200,125
93300,121
93400,127
93500,124
93600,121
93700,122
93800,128
93900,132
94000,134
94100,120
94200,134
94300,126
94400,116
94500,122
94600,122
94700,134
94800,135
94900,125
95000,134
95100,123
95200,126
95300,131
95400,136
95500,128
95600,128
95700,126
95800,121
95900,139
96000,126
96100,126
96200,131
96300,129
96400,132
96500,128
96600,122
96700,122
96800,124
96900,127
97000,126
97100,122
97200,132
97300,129
97400,122
97500,123
97600,130
97700,123
97800,127
97900,124
98000,122
98100,118
98200,129
98300,119
98400,126
98500,126
98600,122
98700,125
98800,125
98900,124
99000,123
99100,126
99200,126
99300,124
99400,122
99500,117
99600,124
99700,120
99800,122
99900,117
100000,128
