# t es lj full
27000,-859.717,-449.791,-1309.51
27100,-779.596,-484.136,-1263.73
27200,-699.435,-524.535,-1223.97
27300,-997.627,-510.959,-1508.59
27400,-770.225,-503.566,-1273.79
27500,-705.163,-509.89,-1215.05
27600,-737.916,-500.505,-1238.42
27700,-757.053,-466.548,-1223.6
27800,-711.516,-500.149,-1211.66
27900,-780.522,-483.442,-1263.96
28000,-903.251,-438.676,-1341.93
28100,-808.577,-504.643,-1313.22
28200,-816.481,-468.869,-1285.35
28300,-802.846,-540.667,-1343.51
28400,-705.199,-527.469,-1232.67
28500,-810.786,-544.486,-1355.27
28600,-842.639,-536.092,-1378.73
28700,-641.563,-549.066,-1190.63
28800,-762.472,-491.916,-1254.39
28900,-838.128,-518.629,-1356.76
29000,-723.848,-527.816,-1251.66
29100,-700.856,-499.191,-1200.05
29200,-818.48,-520.973,-1339.45
29300,-740.876,-512.574,-1253.45
29400,-794.445,-545.229,-1339.67
29500,-776.704,-500.982,-1277.69
29600,-808.94,-504.009,-1312.95
29700,-823.14,-486.392,-1309.53
29800,-762.615,-519.841,-1282.46
29900,-838.154,-494.646,-1332.8
30000,-798.105,-455.235,-1253.34
30100,-794.353,-457.362,-1251.71
30200,-737.157,-521.912,-1259.07
30300,-722.202,-485.257,-1207.46
30400,-698.975,-494.119,-1193.09
30500,-797.146,-475.846,-1272.99
30600,-824.248,-483.702,-1307.95
30700,-798.801,-467.787,-1266.59
30800,-677.665,-565.921,-1243.59
30900,-724.191,-518.422,-1242.61
31000,-868.775,-503.316,-1372.09
31100,-722.578,-537.977,-1260.55
31200,-833.537,-510.783,-1344.32
31300,-771.464,-486.593,-1258.06
31400,-742.718,-487.674,-1230.39
31500,-684.111,-502.021,-1186.13
31600,-726.257,-496.551,-1222.81
31700,-796.863,-469.931,-1266.79
31800,-781.154,-495.889,-1277.04
31900,-883.88,-498.406,-1382.29
32000,-727.724,-467.066,-1194.79
32100,-787.245,-494.706,-1281.95
32200,-771.163,-507.665,-1278.83
32300,-674.853,-475.634,-1150.49
32400,-779.056,-482.153,-1261.21
32500,-715.517,-488.089,-1203.61
32600,-768.496,-467.547,-1236.04
32700,-748.996,-490.808,-1239.8
32800,-900.494,-482.547,-1383.04
32900,-748.652,-509.757,-1258.41
33000,-647.317,-528.108,-1175.43
33100,-782.411,-522.535,-1304.95
33200,-856.926,-480.086,-1337.01
33300,-779.59,-500.877,-1280.47
33400,-684.13,-532.737,-1216.87
33500,-901.141,-468.631,-1369.77
33600,-789.515,-491.484,-1281
33700,-692.183,-544.945,-1237.13
33800,-794.052,-526.643,-1320.69
33900,-713.335,-496.12,-1209.45
34000,-723.575,-519.861,-1243.44
34100,-810.894,-495.138,-1306.03
34200,-851.334,-493.034,-1344.37
34300,-682.107,-539.467,-1221.57
34400,-844.973,-510.237,-1355.21
34500,-814.166,-490.889,-1305.05
34600,-779.053,-506.484,-1285.54
34700,-762.068,-464.362,-1226.43
34800,-838.132,-494.034,-1332.17
34900,-715.031,-487.848,-1202.88
35000,-723.039,-490.78,-1213.82
35100,-674.118,-487.165,-1161.28
35200,-734.647,-430.546,-1165.19
35300,-773.304,-520.148,-1293.45
35400,-739.482,-510.567,-1250.05
35500,-814.204,-546.96,-1361.16
35600,-834.924,-513.931,-1348.86
35700,-819.774,-481.812,-1301.59
35800,-811.048,-483.461,-1294.51
35900,-954.052,-488.193,-1442.25
36000,-868.635,-543.576,-1412.21
36100,-864.239,-481.855,-1346.09
36200,-867.277,-521.673,-1388.95
36300,-801.883,-466.206,-1268.09
36400,-930.178,-491.256,-1421.43
36500,-853.866,-513.812,-1367.68
36600,-954.897,-518.571,-1473.47
36700,-994.943,-486.192,-1481.14
36800,-832.977,-509.97,-1342.95
36900,-748.115,-495.617,-1243.73
37000,-727.654,-502.028,-1229.68
